ID	x	y	z	cluster
mouse1_lib2.final_cell_0088	2.987388	-4.555599	0.575702	4.000000
mouse1_lib2.final_cell_0089	-0.810754	-7.862313	20.725622	1.000000
mouse1_lib2.final_cell_0090	-16.852535	1.913686	2.269084	1.000000
mouse1_lib2.final_cell_0091	-5.107202	-9.664122	5.744488	1.000000
mouse1_lib2.final_cell_0092	5.415540	1.253311	-13.506922	1.000000
mouse1_lib2.final_cell_0093	8.761439	-1.162011	-3.732190	6.000000
mouse1_lib2.final_cell_0094	-10.749671	-9.010690	-6.598030	1.000000
mouse1_lib2.final_cell_0095	-1.326855	3.839178	2.422304	2.000000
mouse1_lib2.final_cell_0096	-19.380160	-5.152909	-6.990482	1.000000
mouse1_lib2.final_cell_0097	-11.338875	-3.412259	5.764619	1.000000
mouse1_lib2.final_cell_0098	-23.200218	-5.005998	11.063367	1.000000
mouse1_lib2.final_cell_0099	2.780386	-4.361505	-1.237992	4.000000
mouse1_lib2.final_cell_0100	6.427939	3.117993	-0.353062	3.000000
mouse1_lib2.final_cell_0101	-6.403868	9.168236	-8.036038	1.000000
mouse1_lib2.final_cell_0102	-1.680040	-1.080814	1.482998	2.000000
mouse1_lib2.final_cell_0103	-10.464170	7.651728	3.427536	1.000000
mouse1_lib2.final_cell_0104	-1.462349	3.531680	-1.784323	1.000000
mouse1_lib2.final_cell_0105	-1.807669	1.139130	-12.825994	1.000000
mouse1_lib2.final_cell_0106	6.572362	-5.233569	2.931014	4.000000
mouse1_lib2.final_cell_0107	1.972969	10.263913	-2.087419	3.000000
mouse1_lib2.final_cell_0108	-13.612757	-1.256599	-1.569143	1.000000
mouse1_lib2.final_cell_0109	-3.956368	3.318065	-1.181428	1.000000
mouse1_lib2.final_cell_0110	10.878832	0.371630	-3.084774	3.000000
mouse1_lib2.final_cell_0111	0.597397	3.803795	6.648940	1.000000
mouse1_lib2.final_cell_0112	-9.270790	5.965927	-7.430444	1.000000
mouse1_lib2.final_cell_0113	-0.974878	-8.436789	-4.018067	1.000000
mouse1_lib2.final_cell_0114	-0.209740	2.756204	4.082165	6.000000
mouse1_lib2.final_cell_0115	0.321273	-8.698185	4.412440	1.000000
mouse1_lib2.final_cell_0116	0.011623	-14.703178	-3.136297	1.000000
mouse1_lib2.final_cell_0117	7.277092	0.543772	2.918351	3.000000
mouse1_lib2.final_cell_0118	1.911652	14.856861	-2.849822	1.000000
mouse1_lib2.final_cell_0119	-4.619394	1.952349	0.638439	2.000000
mouse1_lib2.final_cell_0120	-10.666785	6.879218	12.145599	1.000000
mouse1_lib2.final_cell_0121	1.105843	8.221655	-0.832119	1.000000
mouse1_lib2.final_cell_0122	-5.132470	-0.490433	4.434824	1.000000
mouse1_lib2.final_cell_0123	-6.180176	-6.392108	-1.469517	1.000000
mouse1_lib2.final_cell_0124	-2.045564	0.775815	-0.783466	2.000000
mouse1_lib2.final_cell_0125	3.592227	11.376422	-5.391255	1.000000
mouse1_lib2.final_cell_0126	-8.704967	-10.496943	-15.012847	1.000000
mouse1_lib2.final_cell_0127	8.298307	0.600211	-1.277755	3.000000
mouse1_lib2.final_cell_0128	3.663981	-5.848975	-8.403601	1.000000
mouse1_lib2.final_cell_0129	12.182877	7.764476	-23.834578	1.000000
mouse1_lib2.final_cell_0130	3.408331	1.328951	-0.129225	3.000000
mouse1_lib2.final_cell_0131	4.969547	-15.411092	-10.910076	1.000000
mouse1_lib2.final_cell_0132	1.021922	1.105603	0.107953	2.000000
mouse1_lib2.final_cell_0133	-3.920512	-2.995178	5.185887	1.000000
mouse1_lib2.final_cell_0134	-2.476505	8.698298	-9.628692	1.000000
mouse1_lib2.final_cell_0135	9.328161	-13.142564	-3.188199	1.000000
mouse1_lib2.final_cell_0136	2.514853	1.982446	0.269764	3.000000
mouse1_lib2.final_cell_0137	-3.731527	-5.833605	-11.097377	1.000000
mouse1_lib2.final_cell_0138	1.190175	-5.919105	-2.479483	1.000000
mouse1_lib2.final_cell_0139	4.175291	4.585833	4.129884	2.000000
mouse1_lib2.final_cell_0140	4.519870	-19.529575	-3.636125	1.000000
mouse1_lib2.final_cell_0141	4.580520	1.106434	-0.389297	3.000000
mouse1_lib2.final_cell_0142	1.636013	-6.494509	0.733446	4.000000
mouse1_lib2.final_cell_0143	12.078368	-1.470631	-1.622108	6.000000
mouse1_lib2.final_cell_0144	3.661020	-0.107540	0.993372	3.000000
mouse1_lib2.final_cell_0145	-22.277627	0.985440	3.086395	1.000000
mouse1_lib2.final_cell_0146	-12.203289	1.244753	11.134619	1.000000
mouse1_lib2.final_cell_0147	-9.989212	3.480806	2.391914	1.000000
mouse1_lib2.final_cell_0148	-11.940567	-3.808728	1.312808	1.000000
mouse1_lib2.final_cell_0149	0.723496	-5.615781	-0.681835	1.000000
mouse1_lib2.final_cell_0150	11.352156	-3.171147	3.968080	1.000000
mouse1_lib2.final_cell_0151	9.059560	-2.747873	-1.430419	3.000000
mouse1_lib2.final_cell_0152	5.536732	-8.296127	9.722827	1.000000
mouse1_lib2.final_cell_0153	4.848229	4.058342	-0.876387	3.000000
mouse1_lib2.final_cell_0154	4.506129	-3.497222	12.194426	1.000000
mouse1_lib2.final_cell_0155	7.090871	-7.586232	2.208929	1.000000
mouse1_lib2.final_cell_0156	-17.677959	-13.763261	-5.273258	1.000000
mouse1_lib2.final_cell_0157	-2.825152	11.590440	16.463975	1.000000
mouse1_lib2.final_cell_0158	-2.975392	0.043152	0.404394	2.000000
mouse1_lib2.final_cell_0159	-0.300321	2.300269	-2.748495	1.000000
mouse1_lib2.final_cell_0160	4.486912	-2.302417	-5.608521	1.000000
mouse1_lib2.final_cell_0161	0.164324	3.318360	-10.134832	1.000000
mouse1_lib2.final_cell_0162	6.229213	-2.567455	-3.791694	1.000000
mouse1_lib2.final_cell_0163	0.602294	-5.917118	8.209829	1.000000
mouse1_lib2.final_cell_0164	7.515476	-10.765854	-8.990099	1.000000
mouse1_lib2.final_cell_0165	6.636037	1.870339	0.452853	3.000000
mouse1_lib2.final_cell_0166	-6.493221	-5.525694	2.094735	1.000000
mouse1_lib2.final_cell_0167	12.794749	3.392512	-1.033843	6.000000
mouse1_lib2.final_cell_0168	1.375193	5.606060	-0.257761	3.000000
mouse1_lib2.final_cell_0169	-11.003396	-0.660698	-18.040599	1.000000
mouse1_lib2.final_cell_0170	-6.149691	2.839585	-0.761059	2.000000
mouse1_lib2.final_cell_0171	2.571951	2.396853	-0.959391	3.000000
mouse1_lib2.final_cell_0172	15.434417	-7.763557	4.008247	1.000000
mouse1_lib2.final_cell_0173	-10.666528	8.646689	7.468895	1.000000
mouse1_lib2.final_cell_0174	14.665587	-2.487059	3.018316	1.000000
mouse1_lib2.final_cell_0175	7.326089	-5.117775	9.763962	1.000000
mouse1_lib2.final_cell_0176	-6.944953	1.509099	0.683159	1.000000
mouse1_lib2.final_cell_0177	-6.977066	-10.076762	-3.662640	1.000000
mouse1_lib2.final_cell_0178	-4.561986	9.785892	0.442263	1.000000
mouse1_lib2.final_cell_0179	-3.816877	0.046084	-1.360901	2.000000
mouse1_lib2.final_cell_0180	2.390148	1.615005	14.361352	1.000000
mouse1_lib2.final_cell_0181	3.751381	2.722482	0.862315	3.000000
mouse1_lib2.final_cell_0182	-11.349523	-0.716796	-3.405342	1.000000
mouse1_lib2.final_cell_0183	1.969130	-0.320264	4.637671	2.000000
mouse1_lib2.final_cell_0184	2.295391	-4.734095	8.410662	1.000000
mouse1_lib2.final_cell_0185	-5.594815	4.078564	7.788938	1.000000
mouse1_lib2.final_cell_0186	4.431595	-4.231501	0.820550	4.000000
mouse1_lib2.final_cell_0187	0.426622	19.082746	1.404589	1.000000
mouse1_lib2.final_cell_0188	4.418793	-9.983962	1.304734	1.000000
mouse1_lib2.final_cell_0189	-12.683824	7.195772	-12.556760	1.000000
mouse1_lib2.final_cell_0190	-9.332515	0.969266	-10.336980	1.000000
mouse1_lib2.final_cell_0191	3.521294	14.811409	14.687688	1.000000
mouse1_lib2.final_cell_0192	-3.842881	4.354173	1.100882	1.000000
mouse1_lib2.final_cell_0193	-4.931121	-0.385424	-10.953037	1.000000
mouse1_lib2.final_cell_0194	1.713598	5.611352	-4.406825	3.000000
mouse1_lib2.final_cell_0195	6.734148	-6.767172	-10.229055	1.000000
mouse1_lib2.final_cell_0196	7.673266	6.753578	-7.603936	1.000000
mouse1_lib2.final_cell_0197	-2.998948	5.316616	-11.771266	1.000000
mouse1_lib2.final_cell_0198	9.846319	-17.650696	-8.431445	1.000000
mouse1_lib2.final_cell_0199	1.359446	-12.730769	3.098689	1.000000
mouse1_lib2.final_cell_0200	0.025581	-1.428298	0.575465	2.000000
mouse1_lib2.final_cell_0201	4.091704	-1.923505	-1.946669	4.000000
mouse1_lib2.final_cell_0202	3.343366	1.076097	-0.208051	2.000000
mouse1_lib2.final_cell_0203	-4.281060	-7.002985	-17.020045	1.000000
mouse1_lib2.final_cell_0204	-6.309759	12.423749	6.080789	1.000000
mouse1_lib2.final_cell_0205	2.490274	2.782488	-0.845660	3.000000
mouse1_lib2.final_cell_0206	2.507252	0.854649	-1.274277	2.000000
mouse1_lib2.final_cell_0207	-3.254817	-1.584821	10.504522	1.000000
mouse1_lib2.final_cell_0208	-19.364216	5.918979	2.375053	1.000000
mouse1_lib2.final_cell_0209	4.871715	-14.042212	0.627704	1.000000
mouse1_lib2.final_cell_0210	5.437779	-8.467709	15.593649	1.000000
mouse1_lib2.final_cell_0211	-13.435192	4.652779	-4.545170	1.000000
mouse1_lib2.final_cell_0212	4.118690	-2.261251	2.321136	6.000000
mouse1_lib2.final_cell_0213	-2.651286	7.700652	7.255171	1.000000
mouse1_lib2.final_cell_0214	-6.405748	-10.343506	12.546647	1.000000
mouse1_lib2.final_cell_0215	-11.382126	1.881098	1.104807	1.000000
mouse1_lib2.final_cell_0216	-9.376933	-6.008312	15.942851	1.000000
mouse1_lib2.final_cell_0217	-1.948326	-2.402313	2.186743	6.000000
mouse1_lib2.final_cell_0218	4.430852	5.574229	-8.511177	1.000000
mouse1_lib2.final_cell_0219	4.382359	-1.400847	4.080060	3.000000
mouse1_lib2.final_cell_0220	3.557235	0.518441	-0.393914	3.000000
mouse1_lib2.final_cell_0221	-9.161277	-7.965767	10.103757	1.000000
mouse1_lib2.final_cell_0222	13.538461	-13.687236	-6.127176	1.000000
mouse1_lib2.final_cell_0223	1.175918	1.811675	2.649778	2.000000
mouse1_lib2.final_cell_0224	4.773542	-13.840230	-3.644554	1.000000
mouse1_lib2.final_cell_0225	-1.761650	-11.462091	-0.381264	1.000000
mouse1_lib2.final_cell_0226	8.769109	-6.873778	-0.741905	1.000000
mouse1_lib2.final_cell_0227	-0.119652	-1.367597	1.742505	6.000000
mouse1_lib2.final_cell_0228	33.228890	-2.146617	3.401862	1.000000
mouse1_lib2.final_cell_0229	0.914202	3.487641	10.450106	1.000000
mouse1_lib2.final_cell_0230	-11.877777	-8.318079	2.316247	1.000000
mouse1_lib2.final_cell_0231	-2.686315	-3.289957	-4.012280	1.000000
mouse1_lib2.final_cell_0232	2.225665	14.565669	6.495529	1.000000
mouse1_lib2.final_cell_0233	5.446272	-1.499928	-1.920067	3.000000
mouse1_lib2.final_cell_0234	2.947649	-3.460242	-3.488343	3.000000
mouse1_lib2.final_cell_0235	-9.089696	-12.959755	2.469537	1.000000
mouse1_lib2.final_cell_0236	-6.410571	23.591565	0.599315	1.000000
mouse1_lib2.final_cell_0237	0.531567	-9.058500	-0.398799	1.000000
mouse1_lib2.final_cell_0238	-10.489517	0.007213	6.888256	1.000000
mouse1_lib2.final_cell_0239	4.485673	-0.975455	-9.262005	2.000000
mouse1_lib2.final_cell_0240	2.175612	-8.725367	1.450407	1.000000
mouse1_lib2.final_cell_0241	12.738542	5.872857	4.731533	1.000000
mouse1_lib2.final_cell_0242	-2.977719	-11.046492	8.207775	1.000000
mouse1_lib2.final_cell_0243	0.171111	-3.589119	-10.738857	1.000000
mouse1_lib2.final_cell_0244	7.887556	-7.116103	-12.717516	1.000000
mouse1_lib2.final_cell_0245	3.764434	1.560287	-0.602451	6.000000
mouse1_lib2.final_cell_0246	-2.007744	-0.882436	-5.396983	1.000000
mouse1_lib2.final_cell_0247	19.637573	3.939435	-8.524112	1.000000
mouse1_lib2.final_cell_0248	0.314260	-0.865787	6.174072	2.000000
mouse1_lib2.final_cell_0249	0.983670	-5.723813	1.717303	1.000000
mouse1_lib2.final_cell_0250	-1.655315	6.679213	-0.378532	3.000000
mouse1_lib2.final_cell_0251	13.746356	-3.189344	-5.066715	3.000000
mouse1_lib2.final_cell_0252	-7.645054	14.593423	1.781413	1.000000
mouse1_lib2.final_cell_0253	11.984921	13.427637	-0.764806	1.000000
mouse1_lib2.final_cell_0254	-3.628480	-6.616568	4.028025	1.000000
mouse1_lib2.final_cell_0255	12.629744	-9.307419	-2.091906	1.000000
mouse1_lib2.final_cell_0256	0.228477	-3.321499	14.491919	1.000000
mouse1_lib2.final_cell_0257	2.702848	-0.422301	2.846915	3.000000
mouse1_lib2.final_cell_0258	2.754769	1.031774	0.275265	2.000000
mouse1_lib2.final_cell_0259	0.367448	1.504943	-1.522995	2.000000
mouse1_lib2.final_cell_0260	5.068207	1.647009	-2.087455	3.000000
mouse1_lib2.final_cell_0261	9.329046	-11.564363	-14.145866	1.000000
mouse1_lib2.final_cell_0262	0.474077	-5.529725	-7.174894	1.000000
mouse1_lib2.final_cell_0263	-4.575128	2.215774	5.108720	1.000000
mouse1_lib2.final_cell_0264	-11.568197	-8.888829	7.132569	1.000000
mouse1_lib2.final_cell_0265	-20.548687	-5.763817	3.561976	1.000000
mouse1_lib2.final_cell_0266	1.245118	-0.311246	0.636790	2.000000
mouse1_lib2.final_cell_0267	-10.438032	-14.182500	12.259658	1.000000
mouse1_lib2.final_cell_0268	13.631949	9.319401	-9.382861	1.000000
mouse1_lib2.final_cell_0269	3.933222	1.180134	-0.212349	6.000000
mouse1_lib2.final_cell_0270	3.189461	-5.607748	-1.932892	1.000000
mouse1_lib2.final_cell_0271	8.442783	-1.077083	0.032718	3.000000
mouse1_lib2.final_cell_0272	6.711870	-2.552763	0.822252	4.000000
mouse1_lib2.final_cell_0273	0.342420	-1.563142	9.874077	1.000000
mouse1_lib2.final_cell_0274	3.413671	-12.603945	12.209076	1.000000
mouse1_lib2.final_cell_0275	18.349108	-10.433760	0.194634	1.000000
mouse1_lib2.final_cell_0276	3.390157	13.097211	0.857071	1.000000
mouse1_lib2.final_cell_0277	-10.554741	4.119514	-3.003569	1.000000
mouse1_lib2.final_cell_0278	-1.828047	-9.641702	6.604910	1.000000
mouse1_lib2.final_cell_0279	3.028384	2.285148	6.533333	3.000000
mouse1_lib2.final_cell_0280	2.257500	0.213037	-0.858364	3.000000
mouse1_lib2.final_cell_0281	2.896931	0.765574	-0.090972	3.000000
mouse1_lib2.final_cell_0282	3.455918	4.612014	8.497018	3.000000
mouse1_lib2.final_cell_0283	2.271289	-4.865361	-0.504641	3.000000
mouse1_lib2.final_cell_0284	3.910746	2.152889	-1.848904	3.000000
mouse1_lib2.final_cell_0285	6.546508	3.617258	8.828170	3.000000
mouse1_lib2.final_cell_0286	4.851783	-8.168928	4.994243	3.000000
mouse1_lib2.final_cell_0287	5.031871	-3.571056	4.562934	6.000000
mouse1_lib2.final_cell_0288	-5.322218	-17.366275	-7.265398	1.000000
mouse1_lib2.final_cell_0289	6.692177	-0.532176	5.512480	2.000000
mouse1_lib2.final_cell_0290	6.805412	0.820379	-3.192694	3.000000
mouse1_lib2.final_cell_0291	2.580787	-2.989712	3.590779	2.000000
mouse1_lib3.final_cell_0001	-7.039776	9.162957	-1.731548	1.000000
mouse1_lib3.final_cell_0002	-7.846285	6.813619	0.946977	1.000000
mouse1_lib3.final_cell_0003	3.911284	3.468799	-0.733073	3.000000
mouse1_lib3.final_cell_0004	-11.072463	-3.028752	-1.770818	1.000000
mouse1_lib3.final_cell_0005	8.342729	-6.906183	-10.044474	1.000000
mouse1_lib3.final_cell_0006	0.526284	-0.170551	-3.017130	2.000000
mouse1_lib3.final_cell_0007	-12.028526	-13.503498	-10.069503	1.000000
mouse1_lib3.final_cell_0008	6.981264	2.627200	-8.173979	3.000000
mouse1_lib3.final_cell_0009	-15.735730	-5.831766	-0.746672	1.000000
mouse1_lib3.final_cell_0010	18.603808	-2.674926	-2.384241	3.000000
mouse1_lib3.final_cell_0011	5.781971	8.929979	-3.877748	3.000000
mouse1_lib3.final_cell_0012	3.743481	3.417011	0.676215	3.000000
mouse1_lib3.final_cell_0013	7.275333	-0.828623	-1.992938	3.000000
mouse1_lib3.final_cell_0014	6.194680	8.514043	2.729028	3.000000
mouse1_lib3.final_cell_0015	2.985188	1.902482	-1.261781	3.000000
mouse1_lib3.final_cell_0016	7.456596	4.924512	-1.788508	3.000000
mouse1_lib3.final_cell_0017	2.625397	0.776653	-0.501686	3.000000
mouse1_lib3.final_cell_0018	-9.813836	4.767402	5.313812	1.000000
mouse1_lib3.final_cell_0019	5.706770	3.777970	-1.722631	3.000000
mouse1_lib3.final_cell_0020	12.039464	8.655659	7.669037	1.000000
mouse1_lib3.final_cell_0021	0.190172	0.922754	8.366138	1.000000
mouse1_lib3.final_cell_0022	-15.127774	-8.040950	-5.421833	1.000000
mouse1_lib3.final_cell_0023	-11.770703	-6.590000	-2.183359	1.000000
mouse1_lib3.final_cell_0024	-5.505192	-9.760142	-10.455844	1.000000
mouse1_lib3.final_cell_0025	8.350040	8.609949	0.430627	3.000000
mouse1_lib3.final_cell_0026	6.041494	5.466405	-11.799270	1.000000
mouse1_lib3.final_cell_0027	3.229167	1.293732	-0.119045	6.000000
mouse1_lib3.final_cell_0028	6.137364	-1.561069	-0.161148	3.000000
mouse1_lib3.final_cell_0029	4.536897	1.021097	-3.856892	3.000000
mouse1_lib3.final_cell_0030	-1.085515	-0.137102	-0.362730	2.000000
mouse1_lib3.final_cell_0031	3.028354	1.106735	-3.641591	3.000000
mouse1_lib3.final_cell_0032	-8.358604	-0.547207	-1.243023	1.000000
mouse1_lib3.final_cell_0033	9.408444	7.923202	-2.331634	3.000000
mouse1_lib3.final_cell_0034	6.357503	5.429524	5.305939	3.000000
mouse1_lib3.final_cell_0035	8.954786	4.663824	5.075997	3.000000
mouse1_lib3.final_cell_0036	0.591206	4.063458	-0.642913	3.000000
mouse1_lib3.final_cell_0037	3.193447	2.987978	-0.644698	3.000000
mouse1_lib3.final_cell_0038	-4.678682	7.279156	-4.322655	1.000000
mouse1_lib3.final_cell_0039	9.887229	14.548342	-6.140660	1.000000
mouse1_lib3.final_cell_0040	-2.714356	-2.261088	-8.559634	1.000000
mouse1_lib3.final_cell_0041	3.201003	1.541454	-0.321280	3.000000
mouse1_lib3.final_cell_0042	-5.636453	1.358221	2.401763	2.000000
mouse1_lib3.final_cell_0043	-4.432533	-0.985530	1.083015	2.000000
mouse1_lib3.final_cell_0044	-3.456072	-6.674624	-2.975697	1.000000
mouse1_lib3.final_cell_0045	7.238771	-11.256097	3.764128	1.000000
mouse1_lib3.final_cell_0046	6.731929	1.976056	-0.706685	3.000000
mouse1_lib3.final_cell_0047	-20.133781	-5.721435	-2.060190	1.000000
mouse1_lib3.final_cell_0048	-7.862695	-9.142357	5.957092	1.000000
mouse1_lib3.final_cell_0049	-3.499457	2.306961	10.527851	1.000000
mouse1_lib3.final_cell_0050	0.272004	6.656816	-13.920762	1.000000
mouse1_lib3.final_cell_0051	-7.912339	0.267977	10.396814	1.000000
mouse1_lib3.final_cell_0052	8.979008	10.748284	10.745870	1.000000
mouse1_lib3.final_cell_0053	-7.418315	13.722232	-2.408052	1.000000
mouse1_lib3.final_cell_0054	8.118845	1.522859	7.255753	2.000000
mouse1_lib3.final_cell_0055	1.425620	-1.144023	-0.251813	2.000000
mouse1_lib3.final_cell_0056	5.221178	0.267562	-2.286303	3.000000
mouse1_lib3.final_cell_0057	7.951307	8.543266	5.339822	6.000000
mouse1_lib3.final_cell_0058	-5.612226	-2.676742	2.637019	1.000000
mouse1_lib3.final_cell_0059	-10.067961	-13.994969	-3.748058	1.000000
mouse1_lib3.final_cell_0060	-15.463828	5.627647	5.063895	1.000000
mouse1_lib3.final_cell_0061	-8.445797	-7.073464	-9.618576	1.000000
mouse1_lib3.final_cell_0062	-8.013663	10.466532	2.634049	1.000000
mouse1_lib3.final_cell_0063	3.040680	2.747297	-1.580224	3.000000
mouse1_lib3.final_cell_0064	3.641452	1.840097	-0.036681	3.000000
mouse1_lib3.final_cell_0065	-1.760978	-10.792424	12.663992	1.000000
mouse1_lib3.final_cell_0066	-7.030939	0.747605	-0.877597	1.000000
mouse1_lib3.final_cell_0067	6.180755	0.545620	0.900548	3.000000
mouse1_lib3.final_cell_0068	-8.395868	17.164716	-7.095297	1.000000
mouse1_lib3.final_cell_0069	-10.058794	-5.509322	-13.777535	1.000000
mouse1_lib3.final_cell_0070	4.578080	2.666452	-1.439190	3.000000
mouse1_lib3.final_cell_0071	2.287799	-0.269077	-3.228744	3.000000
mouse1_lib3.final_cell_0072	2.490136	2.310960	-0.306725	3.000000
mouse1_lib3.final_cell_0073	3.089889	1.852117	0.250307	3.000000
mouse1_lib3.final_cell_0074	-0.901840	-7.242335	5.641416	1.000000
mouse1_lib3.final_cell_0075	-6.271388	2.076052	-14.680144	1.000000
mouse1_lib3.final_cell_0076	8.304258	4.159322	2.670951	3.000000
mouse1_lib3.final_cell_0077	4.843635	10.118823	9.916218	1.000000
mouse1_lib3.final_cell_0078	12.375954	1.848926	3.621504	6.000000
mouse1_lib3.final_cell_0079	-3.580952	-2.488312	-1.659859	4.000000
mouse1_lib3.final_cell_0080	-3.236690	-9.017186	3.133408	1.000000
mouse1_lib3.final_cell_0081	-14.524320	10.192780	5.085424	1.000000
mouse1_lib3.final_cell_0082	6.928655	5.980254	2.455513	3.000000
mouse1_lib3.final_cell_0083	-15.917311	5.549744	-0.775880	1.000000
mouse1_lib3.final_cell_0084	14.717425	0.256706	-8.982750	1.000000
mouse1_lib3.final_cell_0085	11.492868	-6.493471	5.379126	6.000000
mouse1_lib3.final_cell_0086	4.905593	2.315310	-5.357071	3.000000
mouse1_lib3.final_cell_0087	11.724119	-5.691663	-1.634873	3.000000
mouse1_lib3.final_cell_0088	-3.362082	-4.845374	-7.206377	1.000000
mouse1_lib3.final_cell_0089	7.110591	6.837707	9.106137	3.000000
mouse1_lib3.final_cell_0090	2.412418	1.776945	-6.759875	3.000000
mouse1_lib3.final_cell_0091	5.528212	4.772111	-3.426668	3.000000
mouse1_lib3.final_cell_0092	-7.672091	4.602007	-10.845208	1.000000
mouse1_lib3.final_cell_0093	-1.904284	5.436289	9.316376	1.000000
mouse1_lib3.final_cell_0094	8.016047	-3.842582	6.322390	1.000000
mouse1_lib3.final_cell_0095	-0.206137	-2.728142	3.154166	6.000000
mouse1_lib3.final_cell_0096	0.904009	5.796779	4.764829	2.000000
mouse1_lib3.final_cell_0097	-8.252484	0.642191	-0.488712	4.000000
mouse1_lib3.final_cell_0098	-2.212322	11.429944	-1.850428	1.000000
mouse1_lib3.final_cell_0099	14.978539	-5.006299	-0.520815	3.000000
mouse1_lib3.final_cell_0100	-8.591559	-0.900673	2.518536	1.000000
mouse1_lib3.final_cell_0101	8.956492	1.954343	4.373366	2.000000
mouse1_lib3.final_cell_0102	2.431646	12.420268	-10.052318	1.000000
mouse1_lib3.final_cell_0103	7.059421	6.094039	14.750130	1.000000
mouse1_lib3.final_cell_0104	-3.534171	1.343560	-0.272454	2.000000
mouse1_lib3.final_cell_0105	6.404258	-8.906772	-4.824620	1.000000
mouse1_lib3.final_cell_0106	4.417133	7.979883	21.711915	1.000000
mouse1_lib3.final_cell_0107	-13.966664	8.805201	-3.162178	1.000000
mouse1_lib3.final_cell_0108	-13.988440	1.082483	-0.140675	1.000000
mouse1_lib3.final_cell_0109	9.425759	-6.448643	22.116806	4.000000
mouse1_lib3.final_cell_0110	-11.909772	12.873659	-4.524860	1.000000
mouse1_lib3.final_cell_0111	-13.217148	8.212537	1.045084	1.000000
mouse1_lib3.final_cell_0112	-10.273695	5.261836	-16.838498	1.000000
mouse1_lib3.final_cell_0113	-6.047574	-0.070616	-6.443939	1.000000
mouse1_lib3.final_cell_0114	-3.409866	7.352912	-20.456661	1.000000
mouse1_lib3.final_cell_0115	-4.625895	-5.971891	14.987216	1.000000
mouse1_lib3.final_cell_0116	-0.821797	0.745608	0.725322	2.000000
mouse1_lib3.final_cell_0117	-8.643473	-6.595209	-3.572617	1.000000
mouse1_lib3.final_cell_0118	10.046247	-0.786296	12.669272	1.000000
mouse1_lib3.final_cell_0119	3.410970	3.993508	-4.002772	3.000000
mouse1_lib3.final_cell_0120	-4.371870	-14.104268	2.136968	1.000000
mouse1_lib3.final_cell_0121	2.825276	-7.529856	-1.087550	1.000000
mouse1_lib3.final_cell_0122	-0.686543	9.601994	1.313259	1.000000
mouse1_lib3.final_cell_0123	2.472329	-19.592283	2.866469	1.000000
mouse1_lib3.final_cell_0124	-4.914001	-1.346631	-0.062693	1.000000
mouse1_lib3.final_cell_0125	-0.499755	4.068346	0.812211	2.000000
mouse1_lib3.final_cell_0126	1.275726	-0.147634	-14.482035	1.000000
mouse1_lib3.final_cell_0127	3.902503	2.594705	3.690145	3.000000
mouse1_lib3.final_cell_0128	-5.026311	1.157842	-1.971256	2.000000
mouse1_lib3.final_cell_0129	1.369570	5.179460	-7.395300	1.000000
mouse1_lib3.final_cell_0130	2.131184	8.126364	-6.781405	1.000000
mouse1_lib3.final_cell_0131	6.254395	18.734063	8.103235	1.000000
mouse1_lib3.final_cell_0132	0.190100	-13.964232	7.155539	1.000000
mouse1_lib3.final_cell_0133	14.782897	-1.819874	6.754306	1.000000
mouse1_lib3.final_cell_0134	5.243225	4.647312	0.482030	3.000000
mouse1_lib3.final_cell_0135	-2.024315	-7.211099	2.120191	1.000000
mouse1_lib3.final_cell_0136	18.613268	7.892914	7.054796	1.000000
mouse1_lib3.final_cell_0137	-0.962817	6.003352	14.918805	1.000000
mouse1_lib3.final_cell_0138	12.799993	-5.898242	11.966364	1.000000
mouse1_lib3.final_cell_0139	-13.077134	-13.336156	5.358717	1.000000
mouse1_lib3.final_cell_0140	-10.898018	-1.389065	14.921505	1.000000
mouse1_lib3.final_cell_0141	5.784573	-8.410128	-0.117396	1.000000
mouse1_lib3.final_cell_0142	19.215000	3.014941	-2.703899	1.000000
mouse1_lib3.final_cell_0143	2.197337	3.073627	-23.356734	1.000000
mouse1_lib3.final_cell_0144	-1.616362	-3.484199	-14.146072	1.000000
mouse1_lib3.final_cell_0145	5.104337	-2.465636	6.943096	3.000000
mouse1_lib3.final_cell_0146	-2.353931	-5.648893	11.847086	1.000000
mouse1_lib3.final_cell_0147	-3.576990	-4.060819	2.087624	1.000000
mouse1_lib3.final_cell_0148	3.988365	0.398688	0.520452	6.000000
mouse1_lib3.final_cell_0149	2.313695	-2.539889	-1.754012	3.000000
mouse1_lib3.final_cell_0150	4.699901	-10.922371	5.704658	1.000000
mouse1_lib3.final_cell_0151	-8.501400	-3.457955	-0.450016	1.000000
mouse1_lib3.final_cell_0152	3.336712	-4.273006	-13.888551	1.000000
mouse1_lib3.final_cell_0153	-21.193234	5.989475	-2.905015	1.000000
mouse1_lib3.final_cell_0154	1.997044	2.158474	-0.924484	3.000000
mouse1_lib3.final_cell_0155	8.175495	-7.454972	6.364317	1.000000
mouse1_lib3.final_cell_0156	5.642067	3.052756	-3.032287	3.000000
mouse1_lib3.final_cell_0157	4.604423	8.446802	-1.419488	3.000000
mouse1_lib3.final_cell_0158	9.226287	-3.796331	1.861240	3.000000
mouse1_lib3.final_cell_0159	-5.741921	-14.589640	-1.911398	1.000000
mouse1_lib3.final_cell_0160	2.662922	-7.569739	3.196118	1.000000
